(1, 1, 7, 9, 250);ם;(1, 1, 7, 9, 250)
(1, 1, 7, 10, 251);א;(1, 1, 7, 10, 251)
(1, 1, 7, 11, 252);ת;(1, 1, 7, 11, 252)
(1, 1, 7, 12, 253);ה;(1, 1, 7, 12, 253)
(1, 1, 7, 13, 254);ר;(1, 1, 7, 13, 254)
(1, 1, 7, 14, 255);ק;(1, 1, 7, 14, 255)
(1, 1, 7, 15, 256);י;(1, 1, 7, 15, 256)
(1, 1, 7, 16, 257);ע;(1, 1, 7, 16, 257)
(1, 1, 7, 17, 258);ו;(1, 1, 7, 17, 258)
(1, 1, 7, 18, 259);י;(1, 1, 7, 18, 259)
(1, 1, 7, 19, 260);ב;(1, 1, 7, 19, 260)
(1, 1, 7, 20, 261);ד;(1, 1, 7, 20, 261)
(1, 1, 7, 21, 262);ל;(1, 1, 7, 21, 262)
(1, 1, 7, 22, 263);ב;(1, 1, 7, 22, 263)
(1, 1, 7, 23, 264);י;(1, 1, 7, 23, 264)
(1, 1, 7, 24, 265);ן;(1, 1, 7, 24, 265)
(1, 1, 7, 25, 266);ה;(1, 1, 7, 25, 266)
(1, 1, 7, 26, 267);מ;(1, 1, 7, 26, 267)
(1, 1, 7, 27, 268);י;(1, 1, 7, 27, 268)
(1, 1, 7, 28, 269);ם;(1, 1, 7, 28, 269)
(1, 1, 7, 29, 270);א;(1, 1, 7, 29, 270)
(1, 1, 7, 30, 271);ש;(1, 1, 7, 30, 271)
(1, 1, 7, 31, 272);ר;(1, 1, 7, 31, 272)
(1, 1, 7, 32, 273);מ;(1, 1, 7, 32, 273)
(1, 1, 7, 33, 274);ת;(1, 1, 7, 33, 274)
(1, 1, 7, 34, 275);ח;(1, 1, 7, 34, 275)
(1, 1, 7, 35, 276);ת;(1, 1, 7, 35, 276)
(1, 1, 7, 36, 277);ל;(1, 1, 7, 36, 277)
(1, 1, 7, 37, 278);ר;(1, 1, 7, 37, 278)
(1, 1, 7, 38, 279);ק;(1, 1, 7, 38, 279)
(1, 1, 7, 39, 280);י;(1, 1, 7, 39, 280)
(1, 1, 7, 40, 281);ע;(1, 1, 7, 40, 281)
(1, 1, 7, 41, 282);ו;(1, 1, 7, 41, 282)
(1, 1, 7, 42, 283);ב;(1, 1, 7, 42, 283)
(1, 1, 7, 43, 284);י;(1, 1, 7, 43, 284)
(1, 1, 7, 44, 285);ן;(1, 1, 7, 44, 285)
(1, 1, 7, 45, 286);ה;(1, 1, 7, 45, 286)
(1, 1, 7, 46, 287);מ;(1, 1, 7, 46, 287)
(1, 1, 7, 47, 288);י;(1, 1, 7, 47, 288)
(1, 1, 7, 48, 289);ם;(1, 1, 7, 48, 289)
(1, 1, 7, 49, 290);א;(1, 1, 7, 49, 290)
(1, 1, 7, 50, 291);ש;(1, 1, 7, 50, 291)
(1, 1, 7, 51, 292);ר;(1, 1, 7, 51, 292)
(1, 1, 7, 52, 293);מ;(1, 1, 7, 52, 293)
(1, 1, 7, 53, 294);ע;(1, 1, 7, 53, 294)
(1, 1, 7, 54, 295);ל;(1, 1, 7, 54, 295)
(1, 1, 7, 55, 296);ל;(1, 1, 7, 55, 296)
(1, 1, 7, 56, 297);ר;(1, 1, 7, 56, 297)
(1, 1, 7, 57, 298);ק;(1, 1, 7, 57, 298)
(1, 1, 7, 58, 299);י;(1, 1, 7, 58, 299)
(1, 1, 7, 59, 300);ע;(1, 1, 7, 59, 300)
(1, 1, 7, 60, 301);ו;(1, 1, 7, 60, 301)
(1, 1, 7, 61, 302);י;(1, 1, 7, 61, 302)
(1, 1, 7, 62, 303);ה;(1, 1, 7, 62, 303)
(1, 1, 7, 63, 304);י;(1, 1, 7, 63, 304)
(1, 1, 7, 64, 305);כ;(1, 1, 7, 64, 305)
(1, 1, 7, 65, 306);ן;(1, 1, 7, 65, 306)
(1, 1, 8, 1, 307);ו;(1, 1, 8, 1, 307)
(1, 1, 8, 2, 308);י;(1, 1, 8, 2, 308)
(1, 1, 8, 3, 309);ק;(1, 1, 8, 3, 309)
(1, 1, 8, 4, 310);ר;(1, 1, 8, 4, 310)
(1, 1, 8, 5, 311);א;(1, 1, 8, 5, 311)
(1, 1, 8, 6, 312);א;(1, 1, 8, 6, 312)
(1, 1, 8, 7, 313);ל;(1, 1, 8, 7, 313)
(1, 1, 8, 8, 314);ה;(1, 1, 8, 8, 314)
(1, 1, 8, 9, 315);י;(1, 1, 8, 9, 315)
(1, 1, 8, 10, 316);ם;(1, 1, 8, 10, 316)
(1, 1, 8, 11, 317);ל;(1, 1, 8, 11, 317)
(1, 1, 8, 12, 318);ר;(1, 1, 8, 12, 318)
(1, 1, 8, 13, 319);ק;(1, 1, 8, 13, 319)
(1, 1, 8, 14, 320);י;(1, 1, 8, 14, 320)
(1, 1, 8, 15, 321);ע;(1, 1, 8, 15, 321)
(1, 1, 8, 16, 322);ש;(1, 1, 8, 16, 322)
(1, 1, 8, 17, 323);מ;(1, 1, 8, 17, 323)
(1, 1, 8, 18, 324);י;(1, 1, 8, 18, 324)
(1, 1, 8, 19, 325);ם;(1, 1, 8, 19, 325)
(1, 1, 8, 20, 326);ו;(1, 1, 8, 20, 326)
(1, 1, 8, 21, 327);י;(1, 1, 8, 21, 327)
(1, 1, 8, 22, 328);ה;(1, 1, 8, 22, 328)
(1, 1, 8, 23, 329);י;(1, 1, 8, 23, 329)
(1, 1, 8, 24, 330);ע;(1, 1, 8, 24, 330)
(1, 1, 8, 25, 331);ר;(1, 1, 8, 25, 331)
(1, 1, 8, 26, 332);ב;(1, 1, 8, 26, 332)
(1, 1, 8, 27, 333);ו;(1, 1, 8, 27, 333)
(1, 1, 8, 28, 334);י;(1, 1, 8, 28, 334)
(1, 1, 8, 29, 335);ה;(1, 1, 8, 29, 335)
(1, 1, 8, 30, 336);י;(1, 1, 8, 30, 336)
(1, 1, 8, 31, 337);ב;(1, 1, 8, 31, 337)
(1, 1, 8, 32, 338);ק;(1, 1, 8, 32, 338)
(1, 1, 8, 33, 339);ר;(1, 1, 8, 33, 339)
(1, 1, 8, 34, 340);י;(1, 1, 8, 34, 340)
(1, 1, 8, 35, 341);ו;(1, 1, 8, 35, 341)
(1, 1, 8, 36, 342);ם;(1, 1, 8, 36, 342)
(1, 1, 8, 37, 343);ש;(1, 1, 8, 37, 343)
(1, 1, 8, 38, 344);נ;(1, 1, 8, 38, 344)
(1, 1, 8, 39, 345);י;(1, 1, 8, 39, 345)
(1, 1, 9, 1, 346);ו;(1, 1, 9, 1, 346)
(1, 1, 9, 2, 347);י;(1, 1, 9, 2, 347)
(1, 1, 9, 3, 348);א;(1, 1, 9, 3, 348)
(1, 1, 9, 4, 349);מ;(1, 1, 9, 4, 349)
(1, 1, 9, 5, 350);ר;(1, 1, 9, 5, 350)
(1, 1, 9, 6, 351);א;(1, 1, 9, 6, 351)
(1, 1, 9, 7, 352);ל;(1, 1, 9, 7, 352)
(1, 1, 9, 8, 353);ה;(1, 1, 9, 8, 353)
(1, 1, 9, 9, 354);י;(1, 1, 9, 9, 354)
(1, 1, 9, 10, 355);ם;(1, 1, 9, 10, 355)
(1, 1, 9, 11, 356);י;(1, 1, 9, 11, 356)
(1, 1, 9, 12, 357);ק;(1, 1, 9, 12, 357)
(1, 1, 9, 13, 358);ו;(1, 1, 9, 13, 358)
(1, 1, 9, 14, 359);ו;(1, 1, 9, 14, 359)
(1, 1, 9, 15, 360);ה;(1, 1, 9, 15, 360)
(1, 1, 9, 16, 361);מ;(1, 1, 9, 16, 361)
(1, 1, 9, 17, 362);י;(1, 1, 9, 17, 362)
(1, 1, 9, 18, 363);ם;(1, 1, 9, 18, 363)
(1, 1, 9, 19, 364);מ;(1, 1, 9, 19, 364)
(1, 1, 9, 20, 365);ת;(1, 1, 9, 20, 365)
(1, 1, 9, 21, 366);ח;(1, 1, 9, 21, 366)
(1, 1, 9, 22, 367);ת;(1, 1, 9, 22, 367)
(1, 1, 9, 23, 368);ה;(1, 1, 9, 23, 368)
(1, 1, 9, 24, 369);ש;(1, 1, 9, 24, 369)
(1, 1, 9, 25, 370);מ;(1, 1, 9, 25, 370)
(1, 1, 9, 26, 371);י;(1, 1, 9, 26, 371)
(1, 1, 9, 27, 372);ם;(1, 1, 9, 27, 372)
(1, 1, 9, 28, 373);א;(1, 1, 9, 28, 373)
(1, 1, 9, 29, 374);ל;(1, 1, 9, 29, 374)
(1, 1, 9, 30, 375);מ;(1, 1, 9, 30, 375)
(1, 1, 9, 31, 376);ק;(1, 1, 9, 31, 376)
(1, 1, 9, 32, 377);ו;(1, 1, 9, 32, 377)
(1, 1, 9, 33, 378);ם;(1, 1, 9, 33, 378)
(1, 1, 9, 34, 379);א;(1, 1, 9, 34, 379)
(1, 1, 9, 35, 380);ח;(1, 1, 9, 35, 380)
(1, 1, 9, 36, 381);ד;(1, 1, 9, 36, 381)
(1, 1, 9, 37, 382);ו;(1, 1, 9, 37, 382)
(1, 1, 9, 38, 383);ת;(1, 1, 9, 38, 383)
(1, 1, 9, 39, 384);ר;(1, 1, 9, 39, 384)
(1, 1, 9, 40, 385);א;(1, 1, 9, 40, 385)
(1, 1, 9, 41, 386);ה;(1, 1, 9, 41, 386)
(1, 1, 9, 42, 387);ה;(1, 1, 9, 42, 387)
(1, 1, 9, 43, 388);י;(1, 1, 9, 43, 388)
(1, 1, 9, 44, 389);ב;(1, 1, 9, 44, 389)
(1, 1, 9, 45, 390);ש;(1, 1, 9, 45, 390)
(1, 1, 9, 46, 391);ה;(1, 1, 9, 46, 391)
(1, 1, 9, 47, 392);ו;(1, 1, 9, 47, 392)
(1, 1, 9, 48, 393);י;(1, 1, 9, 48, 393)
(1, 1, 9, 49, 394);ה;(1, 1, 9, 49, 394)
(1, 1, 9, 50, 395);י;(1, 1, 9, 50, 395)
(1, 1, 9, 51, 396);כ;(1, 1, 9, 51, 396)
(1, 1, 9, 52, 397);ן;(1, 1, 9, 52, 397)
(1, 1, 10, 1, 398);ו;(1, 1, 10, 1, 398)
(1, 1, 10, 2, 399);י;(1, 1, 10, 2, 399)
(1, 1, 10, 3, 400);ק;(1, 1, 10, 3, 400)
(1, 1, 10, 4, 401);ר;(1, 1, 10, 4, 401)
(1, 1, 10, 5, 402);א;(1, 1, 10, 5, 402)
(1, 1, 10, 6, 403);א;(1, 1, 10, 6, 403)
(1, 1, 10, 7, 404);ל;(1, 1, 10, 7, 404)
(1, 1, 10, 8, 405);ה;(1, 1, 10, 8, 405)
(1, 1, 10, 9, 406);י;(1, 1, 10, 9, 406)
(1, 1, 10, 10, 407);ם;(1, 1, 10, 10, 407)
(1, 1, 10, 11, 408);ל;(1, 1, 10, 11, 408)
(1, 1, 10, 12, 409);י;(1, 1, 10, 12, 409)
(1, 1, 10, 13, 410);ב;(1, 1, 10, 13, 410)
(1, 1, 10, 14, 411);ש;(1, 1, 10, 14, 411)
(1, 1, 10, 15, 412);ה;(1, 1, 10, 15, 412)
(1, 1, 10, 16, 413);א;(1, 1, 10, 16, 413)
(1, 1, 10, 17, 414);ר;(1, 1, 10, 17, 414)
(1, 1, 10, 18, 415);ץ;(1, 1, 10, 18, 415)
